iter	Logloss
554	0.3267199675
555	0.3264992465
556	0.3263181569
557	0.3261370306
558	0.3260571895
559	0.3259779724
560	0.3257682961
561	0.3255341568
562	0.3254651245
563	0.3253425029
564	0.3252334356
565	0.3251278079
566	0.3251072173
567	0.324932804
568	0.3248188004
569	0.3244830592
570	0.32420957
571	0.3240446992
572	0.3240198013
573	0.3237537805
574	0.3237485219
575	0.3233734214
576	0.3232466852
577	0.3230705784
578	0.3228434636
579	0.3222959498
580	0.32206259
581	0.3218977761
582	0.3218163947
583	0.3216428301
584	0.3215702764
585	0.3211804895
586	0.3211795932
587	0.3211520773
588	0.3210291043
589	0.3208845119
590	0.3207803678
591	0.3206147635
592	0.3204725736
593	0.3202532175
594	0.3200274518
595	0.3199039801
596	0.3196658851
597	0.3194056178
598	0.3192626238
599	0.3189606413
600	0.3187620643
601	0.3186617446
602	0.3184969706
603	0.3183653586
604	0.3182083949
605	0.3180033203
606	0.3179953567
607	0.3178737894
608	0.3176232821
609	0.3174310171
610	0.3173825406
611	0.316998743
612	0.3168152178
613	0.3166478319
614	0.3164430191
615	0.3161165742
616	0.3159254887
617	0.3155141539
618	0.3150849262
619	0.3147879128
620	0.3146267569
621	0.3144636215
622	0.3143717097
623	0.3142096797
624	0.3139786343
625	0.3139196046
626	0.3138277911
627	0.313681518
628	0.3135301309
629	0.3134130875
630	0.3131406209
631	0.3131234239
632	0.3130576448
633	0.3130132039
634	0.3128118443
635	0.3125904416
636	0.3124967129
637	0.3123858073
638	0.3122048639
639	0.3121621938
640	0.3118520154
641	0.3118203578
642	0.3117568533
643	0.3115197783
644	0.3114440427
645	0.3113824341
646	0.3113430381
647	0.3112660741
648	0.3111978505
649	0.3108265431
650	0.3107435014
651	0.310596016
652	0.3104008046
653	0.310209895
654	0.3100771093
655	0.3100196317
656	0.3099334269
657	0.3093606478
658	0.3091706163
659	0.3091068016
660	0.3089914187
661	0.3088987476
662	0.3088005315
663	0.3087880983
664	0.3084988464
665	0.3084499435
666	0.3082429127
667	0.3081209234
668	0.3080696731
669	0.3079325171
670	0.3077658009
671	0.3073155259
672	0.3072786824
673	0.3071009391
674	0.3070699077
675	0.3070449883
676	0.3070020053
677	0.3069132203
678	0.3068219646
679	0.3066974449
680	0.3066716607
681	0.3064138726
682	0.3062652309
683	0.3060886684
684	0.3060256374
685	0.305956243
686	0.3057774863
687	0.305652413
688	0.3054881174
689	0.3053783505
690	0.3052433387
691	0.3049228728
692	0.3047754313
693	0.3046841079
694	0.3045341809
695	0.3042101405
696	0.3041159885
697	0.3040595143
698	0.3037308129
699	0.3036663033
700	0.3034829396
701	0.3034123905
702	0.3030951209
703	0.3030232534
704	0.3030158614
705	0.302986547
706	0.3029587584
707	0.3029324138
708	0.302598746
709	0.3024599836
710	0.302319585
711	0.3022763693
712	0.3021539297
713	0.3020505295
714	0.3020343436
715	0.301994597
716	0.3018001794
717	0.3016536811
718	0.3015633702
719	0.3014054618
720	0.3010943895
721	0.3010045779
722	0.3008581817
723	0.3007362482
724	0.3005848599
725	0.3005137632
726	0.3003866484
727	0.3003581316
728	0.30031972
729	0.3001528417
730	0.3000679684
731	0.2998798547
732	0.299838018
733	0.2995651463
734	0.2995427006
735	0.2993845623
736	0.2993558747
737	0.2991181524
738	0.2990410226
739	0.2988227764
740	0.29876602
741	0.2986912585
742	0.2985051134
743	0.2983145537
744	0.2982118612
745	0.2981011427
746	0.2979765165
747	0.2978082298
748	0.2977125183
749	0.2975356199
750	0.2973968482
751	0.2972506058
752	0.2971886652
753	0.2971324484
754	0.296978533
755	0.296871618
756	0.2967154391
757	0.2966501588
758	0.2964431699
759	0.2963108351
760	0.2962218127
761	0.2961189288
762	0.2960062342
763	0.2958405271
764	0.2957762596
765	0.2957388244
766	0.2956559395
767	0.2955244648
768	0.2955023379
769	0.2954155445
770	0.295199616
771	0.2951541501
772	0.2951403024
773	0.295067813
774	0.295021713
775	0.2948615507
776	0.2946409219
777	0.2944173596
778	0.2943100404
779	0.2942750082
780	0.2942304046
781	0.2941430175
782	0.2938668368
783	0.2937656472
784	0.2936302702
785	0.2935117587
786	0.2934279215
787	0.2934052503
788	0.2932681011
789	0.2931990221
790	0.2931989744
791	0.2931618208
792	0.2930686268
793	0.2928460956
794	0.2926810315
795	0.2923798525
796	0.2922276495
797	0.2921441715
798	0.2919745553
799	0.2919441375
800	0.2918332688
801	0.2916764082
802	0.2914970408
803	0.2913834088
804	0.2913621228
805	0.2910045244
806	0.2909931157
807	0.2908309149
808	0.2904971749
809	0.2903480032
810	0.2901504098
811	0.2900120201
812	0.2899232817
813	0.2898765125
814	0.2898564799
815	0.2897934289
816	0.2894383289
817	0.2893190054
818	0.2892243959
819	0.2890886167
820	0.2889498596
821	0.2887420761
822	0.2886391573
823	0.288537609
824	0.2884289405
825	0.2884237233
826	0.2882461603
827	0.2880057781
828	0.2879939163
829	0.2878221908
830	0.2876636111
831	0.2875845586
832	0.2875360645
833	0.2870798774
834	0.2868924391
835	0.2866839722
836	0.2865723539
837	0.2864512429
838	0.2864010809
839	0.2863494825
840	0.2861547347
841	0.2861197186
842	0.2859843996
843	0.2859516225
844	0.2859231781
845	0.285820733
846	0.2856645318
847	0.2856304277
848	0.2854481158
849	0.2852434873
850	0.2850983133
851	0.2847874701
852	0.2847689469
853	0.2846641429
854	0.2844747762
855	0.2843896093
856	0.2841899452
857	0.2841384911
858	0.2841208231
859	0.2838905023
860	0.2836997965
861	0.2836425061
862	0.2834739421
863	0.283457313
864	0.2833933235
865	0.2832201308
866	0.2831323509
867	0.2830994294
868	0.2830410074
869	0.2828611277
870	0.2827664194
871	0.2826614946
872	0.2824101768
873	0.2823447347
874	0.2823290716
875	0.2822414871
876	0.2819958266
877	0.2818595892
878	0.2817673008
879	0.2816936665
880	0.2816798183
881	0.2815645802
882	0.2815081853
883	0.2813182397
884	0.2810801197
885	0.2809236889
886	0.2807979964
887	0.2806359
888	0.2805218855
889	0.2803971092
890	0.2803131969
891	0.2802704935
892	0.2801065884
893	0.279844068
894	0.2796896065
895	0.2796110722
896	0.279596268
897	0.279334657
898	0.2792973316
899	0.2791305905
900	0.2789902509
901	0.2788814841
902	0.2787752407
903	0.2787050403
904	0.2786219999
905	0.2784889372
906	0.2783887141
907	0.2783216359
908	0.2781976879
909	0.2780994566
910	0.277990324
911	0.2779361731
912	0.2777666537
913	0.2777408355
914	0.2776472119
915	0.2775096862
916	0.2774958025
917	0.2773367089
918	0.2772989288
919	0.2772758804
920	0.2771402215
921	0.2770773492
922	0.2769883683
923	0.2769527784
924	0.2766806819
925	0.2766107626
926	0.2765179622
927	0.2764689883
928	0.2763522448
929	0.2761759856
930	0.2761209441
931	0.2759927958
932	0.275942654
933	0.2759187621
934	0.2757248718
935	0.2756973688
936	0.275423318
937	0.2752561526
938	0.2750162038
939	0.2749743229
940	0.2748316192
941	0.2745656039
942	0.2744930227
943	0.274428753
944	0.2743815651
945	0.2739991803
946	0.2737701206
947	0.2736706406
948	0.2735391916
949	0.2734635559
950	0.2734411701
951	0.2733084303
952	0.273288976
953	0.2731785276
954	0.2728209599
955	0.2727413824
956	0.2725928341
957	0.2725679317
958	0.2724220703
959	0.2723584183
960	0.2721294991
961	0.2720284007
962	0.2718010326
963	0.2715383358
964	0.2713637226
965	0.2712484895
966	0.2712080148
967	0.2709984155
968	0.2707327628
969	0.2705345331
970	0.2703919035
971	0.2703078129
972	0.2702517798
973	0.2700336807
974	0.269852018
975	0.2696764112
976	0.2694910441
977	0.2693007503
978	0.269253872
979	0.2691620215
980	0.2690371037
981	0.2687935074
982	0.2686077876
983	0.268560664
984	0.2684715023
985	0.2684060018
986	0.2681504397
987	0.2679487973
988	0.2678866999
989	0.2678096072
990	0.267717682
991	0.2675675399
992	0.2674424897
993	0.2673779864
994	0.2672617291
995	0.2672427534
996	0.2671940547
997	0.2671408367
998	0.2669462138
999	0.2669031626
